IND,LINHA_CODI,CODIGO,SENTIDO,NOME,DISTANCIA,DATA_CRIA,DECADA,PRI_VIAG,ULT_VIAG,COD_AREA,TP_LINHA,EMPRESA1,EMPRESA2,CONSORCIO,SUBSISTEMA,FROTA,MED_UTIL,MED_SAB,MED_DOM,MAX_581,MAX_582,MAX_16191,MAX_16192,TOT_PART,TP_FROT1,QTD_FROT1,TP_FROT2,QTD_FROT2,TP_FROT3,QTD_FROT3,TP_FROT4,QTD_FROT4,CLASSE,PASS_DIN,PASS_BCOM,PASS_BMENS,PASS_BEST,PASS_BESM,PASS_BVT,PASS_BVTME,PASS_INMC,PASS_INMCM,PASS_PAGA,PASS_INBUS,PASS_GRAT,TOTAL_PASS,END_GAR,TRECH_LOG,MS_REF
1101,877T-10_2,877T-10,2,VILA ANASTACIO - METRÔ PARAÍSO,15070.14,1997,1990,06:20,00:10,AREA 8,CONCESSAO,GATO PRETO,,CONS. SUDOESTE,SUBSISTEMA ESTRUTURAL,10,6349,3323,22,4,5,3,4,53,B-SICO,1,PADRON,9,,0,,0,DIURNA  (D),1210,2448,2618,4626,1598,2102,204,7429,197,74292,3895,1730,130549,"Av. Cândido Portinari, 1.300",117,Setembro
1102,8809-10_1,8809-10,1,PERUS - CCPD RAUL TABAJARA,48593.77,1997,1990,07:00,07:00,AREA 1,,,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,1,0,1,0,1,0,0,1,1,B-SICO,1,,0,,0,,0,DIURNA  (D),0,0,0,0,0,0,0,0,0,0,0,0,0,"Av. Domingos de Souza Marques, 450",472,Setembro
1103,8809-10_2,8809-10,2,PERUS - CCPD RAUL TABAJARA,49240.25,1997,1990,16:00,16:00,AREA 1,,,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,1,0,1,0,0,1,1,0,1,B-SICO,1,,0,,0,,0,DIURNA  (D),0,0,0,0,0,0,0,0,0,0,0,0,0,"Av. Domingos de Souza Marques, 450",533,Setembro
1104,888P-10_1,888P-10,1,PERUS - COHAB TAIPAS,18767.8,1993,1990,04:50,23:55,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,12,10260,7012,5054,7,6,5,5,79,B-SICO,12,,0,,0,,0,DIURNA  (D),2608,4313,2648,5754,3993,3730,288,1506,112,134379,5938,4658,240347,"Av. Domingos de Souza Marques, 450",165,Setembro
1105,888P-10_2,888P-10,2,PERUS - COHAB TAIPAS,17693.81,1993,1990,05:10,23:50,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,12,10260,7012,5054,6,7,5,5,78,B-SICO,12,,0,,0,,0,DIURNA  (D),2608,4313,2648,5754,3993,3730,288,1506,112,134379,5938,4658,240347,"Av. Domingos de Souza Marques, 450",155,Setembro
1106,9002-10_1,9002-10,1,JD. PERY ALTO - T.T.V.N.CACHOEIRINHA,4612.13,1991,1990,03:53,00:40,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,10,7881,6572,4511,13,13,12,12,165,MINIÔNIBUS,5,MIDIÔNIBUS,5,,0,,0,DIURNA  (D),6757,3055,2743,2020,3667,2658,465,21,53,72858,6340,2047,156733,"Rua Antonelo da Messina, 1.726",52,Setembro
1107,9002-10_2,9002-10,2,JD. PERY ALTO - T.T.V.N.CACHOEIRINHA,4598.32,1991,1990,04:10,01:05,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,10,7881,6572,4511,13,13,12,12,165,MINIÔNIBUS,5,MIDIÔNIBUS,5,,0,,0,DIURNA  (D),6757,3055,2743,2020,3667,2658,465,21,53,72858,6340,2047,156733,"Rua Antonelo da Messina, 1.726",53,Setembro
1108,9004-10_1,9004-10,1,JD. ELISA MARIA - T.T.V.N.CACHOEIRINHA,3921.76,1991,1990,03:50,00:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,17,13359,9207,5438,20,20,20,20,271,MINIÔNIBUS,17,,0,,0,,0,DIURNA  (D),9278,7431,4786,4584,6145,6270,883,32,141,162862,1171,4300,322981,"Rua Andresa, 101",50,Setembro
1109,9004-10_2,9004-10,2,JD. ELISA MARIA - T.T.V.N.CACHOEIRINHA,4124.22,1991,1990,04:10,00:20,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,17,13359,9207,5438,20,20,20,20,271,MINIÔNIBUS,17,,0,,0,,0,DIURNA  (D),9278,7431,4786,4584,6145,6270,883,32,141,162862,1171,4300,322981,"Rua Andresa, 101",52,Setembro
1110,9005-10_1,9005-10,1,JD. PRINCESA - T.T.V.N.CACHOEIRINHA,6555.34,1991,1990,03:50,23:50,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,20,13758,10758,5914,18,13,9,18,189,MINIÔNIBUS,20,,0,,0,,0,DIURNA  (D),1412,7705,4923,4961,7442,6277,537,65,164,172054,1211,4860,341853,"Rua Andresa, 101",62,Setembro
1111,1016-10_1,1016-10,1,CEMITERIO DO HORTO - CENTER NORTE,10860.88,2002,2000,04:40,00:20,AREA 2,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,19,13863,10661,6537,14,9,12,12,180,MINIÔNIBUS,19,,0,,0,,0,DIURNA  (D),2760,5897,4948,9438,8175,5419,386,1835,375,182443,8492,7249,339855,"Rua Antonelo da Messina, 1.726",121,Setembro
1112,107T-31_1,107T-31,1,METRÔ TUCURUVI - TERMINAL PINHEIROS,20710.28,1993,1990,06:07,07:10,AREA 2,CONCESSAO,SAMBAIBA,,SAMBAIBA,SUBSISTEMA ESTRUTURAL,3,833,12,0,2,0,0,2,3,PADRON,3,,0,,0,,0,DIURNA  (D),982,4328,427,448,269,3850,64,961,18,11347,4443,1520,17310,"Rua Maria Amália Lopes de Azevedo, 1.705",205,Setembro
1113,2007-10_1,2007-10,1,CIDADE KEMEL II - CPTM ITAIM PAULISTA,7732.1,2003,2000,03:45,23:35,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,12,7204,7093,3143,10,10,10,10,179,MINIÔNIBUS,10,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1364,4282,2294,5187,2611,4411,122,4294,409,154151,4176,3228,228199,"Rua Tibúrcio de Souza, 2083",94,Setembro
1114,9005-10_2,9005-10,2,JD. PRINCESA - T.T.V.N.CACHOEIRINHA,6444.35,1991,1990,04:20,23:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,20,13758,10758,5914,13,18,18,9,197,MINIÔNIBUS,20,,0,,0,,0,DIURNA  (D),1412,7705,4923,4961,7442,6277,537,65,164,172054,1211,4860,341853,"Rua Andresa, 101",64,Setembro
1115,9005-41_1,9005-41,1,JD. VISTA ALEGRE - T.T.V.N.CACHOEIRINHA,5020.98,2004,2000,05:30,07:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,3,0,0,0,4,0,0,3,10,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),314,3337,322,247,279,3266,20,2,35,7822,6261,1433,15516,"Rua Andresa, 101",44,Setembro
1116,9005-41_2,9005-41,2,JD. VISTA ALEGRE - T.T.V.N.CACHOEIRINHA,5171.98,2004,2000,17:00,19:40,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,3,0,0,0,0,4,3,0,9,MINIÔNIBUS,3,,0,,0,,0,DIURNA  (D),314,3337,322,247,279,3266,20,2,35,7822,6261,1433,15516,"Rua Andresa, 101",47,Setembro
1117,9005-42_1,9005-42,1,SÍTIO DOS FRANCOS - T.T.V.N. CACHOEIRINHA,3422.18,2010,2000,06:00,07:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,1,0,0,0,2,0,0,2,3,MINIÔNIBUS,1,,0,,0,,0,DIURNA  (D),96,829,85,136,115,1144,3,1,2,2411,1628,348,4387,"Rua Andresa, 101",25,Setembro
1118,9005-42_2,9005-42,2,SÍTIO DOS FRANCOS - T.T.V.N. CACHOEIRINHA,3573.19,2010,2000,17:30,18:50,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,1,0,0,0,0,2,2,0,3,MINIÔNIBUS,1,,0,,0,,0,DIURNA  (D),96,829,85,136,115,1144,3,1,2,2411,1628,348,4387,"Rua Andresa, 101",28,Setembro
1119,9006-10_1,9006-10,1,VILA PENTEADO - T.T.V.N.CACHOEIRINHA,4307.56,1992,1990,04:00,00:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,7,5603,4604,2754,9,9,6,6,115,MINIÔNIBUS,7,,0,,0,,0,DIURNA  (D),5209,2713,2271,2350,2309,2259,271,34,79,62247,5613,2616,144540,"Rua Andresa, 101",60,Setembro
1120,9006-10_2,9006-10,2,VILA PENTEADO - T.T.V.N.CACHOEIRINHA,4538.91,1992,1990,04:25,00:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,7,5603,4604,2754,9,9,6,6,115,MINIÔNIBUS,7,,0,,0,,0,DIURNA  (D),5209,2713,2271,2350,2309,2259,271,34,79,62247,5613,2616,144540,"Rua Andresa, 101",67,Setembro
1121,9008-10_1,9008-10,1,PQ. DE TAIPAS - T.T.V.N.CACHOEIRINHA,8638.38,1996,1990,04:00,23:55,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,18,9984,9211,5696,12,12,12,13,162,MINIÔNIBUS,18,,0,,0,,0,DIURNA  (D),1301,5774,4073,3962,6911,4478,581,43,122,131242,9878,4546,275488,"Rua Andresa, 101",90,Setembro
1122,9008-10_2,9008-10,2,PQ. DE TAIPAS - T.T.V.N.CACHOEIRINHA,8983.4,1996,1990,04:35,00:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,18,9984,9211,5696,12,12,13,12,154,MINIÔNIBUS,18,,0,,0,,0,DIURNA  (D),1301,5774,4073,3962,6911,4478,581,43,122,131242,9878,4546,275488,"Rua Andresa, 101",95,Setembro
1123,9008-21_1,9008-21,1,CONJ. HAB. YADOIA - T.T.V.N.CACHOEIRINHA,6075.1,2004,2000,06:00,06:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,1,0,0,0,1,0,0,0,1,MINIÔNIBUS,1,,0,,0,,0,DIURNA  (D),16,304,16,35,33,363,11,0,0,778,48,127,953,"Rua Andresa, 101",62,Setembro
1124,2007-10_2,2007-10,2,CIDADE KEMEL II - CPTM ITAIM PAULISTA,7612.54,2003,2000,04:20,00:10,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,12,7204,7093,3143,10,10,10,10,179,MINIÔNIBUS,10,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),1364,4282,2294,5187,2611,4411,122,4294,409,154151,4176,3228,228199,"Rua Tibúrcio de Souza, 2083",91,Setembro
1125,9008-41_1,9008-41,1,ESTANCIA JARAGUA - T.T.V.N.CACHOEIRINHA,8714.99,2000,2000,05:00,07:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,2,0,0,0,2,0,0,0,5,MINIÔNIBUS,2,,0,,0,,0,DIURNA  (D),118,1818,90,142,81,1882,12,0,5,4148,350,471,4969,"Rua Andresa, 101",97,Setembro
1126,9009-10_1,9009-10,1,COHAB BRASILÂNDIA - T.T.V.N.CACHOEIRINHA,11097.27,1996,1990,04:00,23:55,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,21,12213,9763,7288,14,15,12,14,182,MINIÔNIBUS,21,,0,,0,,0,DIURNA  (D),1791,6003,6525,4542,7812,4860,626,76,138,146275,1205,6497,331843,"Rua Andresa, 101",103,Setembro
1127,9009-10_2,9009-10,2,COHAB BRASILÂNDIA - T.T.V.N.CACHOEIRINHA,11690.04,1996,1990,04:30,00:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,21,12213,9763,7288,15,14,14,12,187,MINIÔNIBUS,21,,0,,0,,0,DIURNA  (D),1791,6003,6525,4542,7812,4860,626,76,138,146275,1205,6497,331843,"Rua Andresa, 101",109,Setembro
1128,9011-10_1,9011-10,1,ESTAÇÃO JARAGUA - T.T.V.N.CACHOEIRINHA,16754.22,2001,2000,04:00,00:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,24,12917,13074,7837,10,9,8,8,134,MINIÔNIBUS,22,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),2205,6317,5939,5857,7857,5377,462,2353,216,182876,1047,6081,348456,"Rua Andresa, 101",158,Setembro
1129,9011-10_2,9011-10,2,ESTAÇÃO JARAGUA - T.T.V.N.CACHOEIRINHA,18683.91,2001,2000,05:10,00:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,24,12917,13074,7837,9,10,8,8,134,MINIÔNIBUS,22,MIDIÔNIBUS,2,,0,,0,DIURNA  (D),2205,6317,5939,5857,7857,5377,462,2353,216,182876,1047,6081,348456,"Rua Andresa, 101",170,Setembro
1130,9011-21_1,9011-21,1,ESTAÇÃO JARAGUÁ - CITY JARAGUÁ,8645.82,2008,2000,04:00,00:40,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,6,6060,3729,948,6,0,4,0,68,MINIÔNIBUS,6,,0,,0,,0,DIURNA  (D),5949,2120,1987,3210,3001,2375,51,2336,120,82649,2657,2265,131874,"Rua Andresa, 101",69,Setembro
1131,9012-10_1,9012-10,1,ITABERABA - TERMINAL LAPA,9699.44,2003,2000,04:30,00:50,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,4,2297,1318,505,4,3,3,3,47,B-SICO,4,,0,,0,,0,DIURNA  (D),3783,1080,734,1394,881,1234,73,3125,22,33152,1319,8173,54521,"Av. Domingos de Souza Marques, 450",124,Setembro
1132,9012-10_2,9012-10,2,ITABERABA - TERMINAL LAPA,10456.63,2003,2000,05:05,01:30,AREA 1,CONCESSAO,SANTA BRIGIDA,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,4,2297,1318,505,3,4,3,3,47,B-SICO,4,,0,,0,,0,DIURNA  (D),3783,1080,734,1394,881,1234,73,3125,22,33152,1319,8173,54521,"Av. Domingos de Souza Marques, 450",130,Setembro
1133,9014-10_1,9014-10,1,MORRO GRANDE - TERMINAL LAPA,8349.77,2003,2000,04:00,23:40,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,9,7144,4397,2386,8,7,6,7,88,B-SICO,7,PADRON,2,,0,,0,DIURNA  (D),1309,3285,2647,4297,3340,2903,392,7704,196,93570,5230,2924,175123,"Av Eng Alexandre Mackenzie, 69",105,Setembro
1134,9014-10_2,9014-10,2,MORRO GRANDE - TERMINAL LAPA,9742.62,2003,2000,04:30,23:35,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,9,7144,4397,2386,7,8,7,6,87,B-SICO,7,PADRON,2,,0,,0,DIURNA  (D),1309,3285,2647,4297,3340,2903,392,7704,196,93570,5230,2924,175123,"Av Eng Alexandre Mackenzie, 69",122,Setembro
1135,2008-10_1,2008-10,1,JD. NSA.SRA. CAMINHO - ESTACAO ITAIM,3584.97,2003,2000,04:10,00:25,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,21,10155,8113,3851,13,12,12,12,220,MINIÔNIBUS,21,,0,,0,,0,DIURNA  (D),1871,4146,2496,6458,3186,3983,167,3895,378,151657,5881,3886,249331,"Rua Tibúrcio de Souza, 2083",62,Setembro
1136,9014-42_1,9014-42,1,JD IRACEMA - TERMINAL LAPA,8039.27,2003,2000,06:00,07:15,AREA 1,CONCESSAO,GATO PRETO,,CONS. BANDEIRANTE,SUBSISTEMA ESTRUTURAL,2,0,0,0,3,0,0,0,4,B-SICO,2,,0,,0,,0,DIURNA  (D),251,1230,93,162,127,1313,2,0,3,3181,561,369,4111,"Av Eng Alexandre Mackenzie, 69",88,Setembro
1137,9015-10_1,9015-10,1,VILA ZATT - TERMINAL PIRITUBA,4529.83,2003,2000,04:15,22:35,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,10,6443,3691,1774,11,11,10,10,139,MINIÔNIBUS,9,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),7052,2922,2125,2777,3842,2339,147,9120,85,77761,4383,3254,154133,"Rua Andresa, 101",62,Setembro
1138,9015-10_2,9015-10,2,VILA ZATT - TERMINAL PIRITUBA,4442.66,2003,2000,04:40,23:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,10,6443,3691,1774,11,11,10,10,139,MINIÔNIBUS,9,MIDIÔNIBUS,1,,0,,0,DIURNA  (D),7052,2922,2125,2777,3842,2339,147,9120,85,77761,4383,3254,154133,"Rua Andresa, 101",53,Setembro
1139,9018-10_1,9018-10,1,VILA MIRANTE - TERMINAL PIRITUBA,3143.73,2003,2000,04:30,23:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,6,4197,2493,1268,9,9,9,9,118,MINIÔNIBUS,6,,0,,0,,0,DIURNA  (D),3815,2226,1583,2343,2390,1715,167,4353,89,54160,2429,1926,97716,"Rua Andresa, 101",41,Setembro
1140,9018-10_2,9018-10,2,VILA MIRANTE - TERMINAL PIRITUBA,3344.6,2003,2000,04:50,23:20,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,6,4197,2493,1268,9,9,9,9,118,MINIÔNIBUS,6,,0,,0,,0,DIURNA  (D),3815,2226,1583,2343,2390,1715,167,4353,89,54160,2429,1926,97716,"Rua Andresa, 101",42,Setembro
1141,9019-10_1,9019-10,1,JD PAULISTANO - TERMINAL PIRITUBA,5963.31,2003,2000,04:00,23:40,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,13,7627,4819,3095,12,12,10,10,149,MINIÔNIBUS,13,,0,,0,,0,DIURNA  (D),7870,3585,2576,3001,7066,2777,287,7394,273,92098,5863,3310,183838,"Rua Andresa, 101",83,Setembro
1142,9019-10_2,9019-10,2,JD PAULISTANO - TERMINAL PIRITUBA,6259.47,2003,2000,04:25,23:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,13,7627,4819,3095,12,12,10,10,148,MINIÔNIBUS,13,,0,,0,,0,DIURNA  (D),7870,3585,2576,3001,7066,2777,287,7394,273,92098,5863,3310,183838,"Rua Andresa, 101",82,Setembro
1143,9020-10_1,9020-10,1,VILA MIRANTE - TERMINAL PIRITUBA,4750.98,2003,2000,04:30,23:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,10,5754,3524,1787,10,10,10,10,125,MINIÔNIBUS,10,,0,,0,,0,DIURNA  (D),6133,2511,1513,2226,4963,2199,386,4943,80,67350,4004,2917,136563,"Rua Andresa, 101",66,Setembro
1144,9020-10_2,9020-10,2,VILA MIRANTE - TERMINAL PIRITUBA,5356.66,2003,2000,04:30,23:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,10,5754,3524,1787,10,10,10,10,128,MINIÔNIBUS,10,,0,,0,,0,DIURNA  (D),6133,2511,1513,2226,4963,2199,386,4943,80,67350,4004,2917,136563,"Rua Andresa, 101",70,Setembro
1145,9022-10_1,9022-10,1,VILA IORIO - TERMINAL LAPA,7400.33,2003,2000,04:30,00:10,AREA 1,CONCESSAO,SANTA BRIGIDA,,,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),3032,7917,842,1145,577,6556,54,3455,45,23623,13926,6810,2207,"Av. Domingos de Souza Marques, 450",83,Maio
1146,2008-10_2,2008-10,2,JD. NSA.SRA. CAMINHO - ESTACAO ITAIM,4055.77,2003,2000,04:25,00:40,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,21,10155,8113,3851,12,13,12,12,220,MINIÔNIBUS,21,,0,,0,,0,DIURNA  (D),1871,4146,2496,6458,3186,3983,167,3895,378,151657,5881,3886,249331,"Rua Tibúrcio de Souza, 2083",61,Setembro
1147,9022-10_2,9022-10,2,VILA IORIO - TERMINAL LAPA,8526.36,2003,2000,05:00,01:30,AREA 1,CONCESSAO,SANTA BRIGIDA,,,SUBSISTEMA ESTRUTURAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),3032,7917,842,1145,577,6556,54,3455,45,23623,13926,6810,2207,"Av. Domingos de Souza Marques, 450",106,Maio
1148,9023-10_1,9023-10,1,PQ. DE  TAIPAS - TERMINAL PIRITUBA,11775.68,2004,2000,04:15,01:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,15,11235,8775,5935,9,9,10,10,156,MINIÔNIBUS,15,,0,,0,,0,DIURNA  (D),1479,5937,5254,4246,9995,4621,905,1116,146,152096,8652,5862,297251,"Rua Andresa, 101",113,Setembro
1149,9023-10_2,9023-10,2,PQ. DE  TAIPAS - TERMINAL PIRITUBA,12064.67,2004,2000,05:00,02:05,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,15,11235,8775,5935,9,9,10,10,156,MINIÔNIBUS,15,,0,,0,,0,DIURNA  (D),1479,5937,5254,4246,9995,4621,905,1116,146,152096,8652,5862,297251,"Rua Andresa, 101",114,Setembro
1150,9031-10_1,9031-10,1,FREGUESIA DO O - LAPA,5385.36,1978,1970,05:40,22:10,AREA 1,PERMISSAO,TRANSCOOPER,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),4314,12483,652,1567,469,10292,160,4604,65,34606,16030,11966,3106,"Rua Andresa, 101",60,Maio
1151,9031-10_2,9031-10,2,FREGUESIA DO O - LAPA,5461.05,1978,1970,06:00,22:30,AREA 1,PERMISSAO,TRANSCOOPER,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),4314,12483,652,1567,469,10292,160,4604,65,34606,16030,11966,3106,"Rua Andresa, 101",62,Maio
1152,9032-10_1,9032-10,1,JD. DAMASCENO - T.T.V.N. CACHOEIRINHA,9492.37,1995,1990,04:10,23:45,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,15,6897,6059,4217,10,8,9,10,129,MINIÔNIBUS,15,,0,,0,,0,DIURNA  (D),7370,3474,2812,2590,4180,2734,340,153,60,79598,7249,3204,184133,"Rua Andresa, 101",98,Setembro
1153,9032-10_2,9032-10,2,JD. DAMASCENO - T.T.V.N. CACHOEIRINHA,9342.23,1995,1990,04:50,00:30,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,15,6897,6059,4217,8,10,10,9,129,MINIÔNIBUS,15,,0,,0,,0,DIURNA  (D),7370,3474,2812,2590,4180,2734,340,153,60,79598,7249,3204,184133,"Rua Andresa, 101",98,Setembro
1154,9032-21_1,9032-21,1,JD. DAMASCENO - T.T.V.N. CACHOEIRINHA,5686.2,2008,2000,05:00,08:00,AREA 1,PERMISSAO,TRANSCOOPER,,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,5,0,0,0,6,0,0,0,19,MINIÔNIBUS,5,,0,,0,,0,DIURNA  (D),217,3942,190,319,255,3816,30,0,2,8771,1142,1038,10951,"Rua Andresa, 101",65,Setembro
1155,9034-10_1,9034-10,1,MORRO GRANDE - LAPA,6177.24,1978,1970,04:30,23:45,AREA 1,PERMISSAO,TRANSCOOPER,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),21746,72193,5780,8138,2742,67305,1032,18048,413,197397,96441,37556,17781,"Rua Andresa, 101",56,Maio
1156,9034-10_2,9034-10,2,MORRO GRANDE - LAPA,6467.82,1978,1970,04:50,00:05,AREA 1,PERMISSAO,TRANSCOOPER,,,SUBSISTEMA LOCAL,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,DIURNA  (D),21746,72193,5780,8138,2742,67305,1032,18048,413,197397,96441,37556,17781,"Rua Andresa, 101",64,Maio
1157,2008-41_1,2008-41,1,JD. MIRIAM - ITAIM PAULISTA,4084.41,2004,2000,04:00,23:50,AREA 3,PERMISSAO,TRANSUNI?O,,TRANSUNI?O,SUBSISTEMA LOCAL,9,8102,5719,2457,9,9,9,9,145,MINIÔNIBUS,9,,0,,0,,0,DIURNA  (D),1326,3554,2219,5815,4012,3527,119,2600,279,122536,4068,3772,200946,"Rua Tibúrcio de Souza, 2083",80,Setembro
1158,9047-10_1,9047-10,1,JD. PAULISTANO - LAPA,12227.08,1978,1970,04:30,23:00,AREA 1,PERMISSAO,TRANSCOOPER,TRANSCOOPER,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,16,13503,9324,4410,10,10,10,10,157,MINIÔNIBUS,16,,0,,0,,0,DIURNA  (D),2396,6750,3999,4964,7348,7131,738,9687,248,188608,1174,5454,350090,"Rua Andresa, 101",137,Setembro
1159,9047-10_2,9047-10,2,JD. PAULISTANO - LAPA,14867.75,1978,1970,05:00,23:40,AREA 1,PERMISSAO,TRANSCOOPER,TRANSCOOPER,CONS. TRANSNOROESTE,SUBSISTEMA LOCAL,16,13503,9324,4410,10,10,10,10,157,MINIÔNIBUS,16,,0,,0,,0,DIURNA  (D),2396,6750,3999,4964,7348,7131,738,9687,248,188608,1174,5454,350090,"Rua Andresa, 101",161,Setembro
1160,9050-10_1,9050-10,1,TERMINAL LAPA - ITAIM BIBI,18398.23,2012,2010,04:45,00:00,AREA 8,CONCESSAO,GATO PRETO,,CONS. SUDOESTE,SUBSISTEMA ESTRUTURAL,10,6276,2815,1912,6,0,5,0,67,B-SICO,10,MINIÔNIBUS,0,,0,,0,DIURNA  (D),1147,2937,2637,3095,2140,2294,280,1190,144,83998,5236,1303,149394,"Av. Cândido Portinari, 1.300",218,Setembro
